date,campaign_name,spend,impressions,clicks
2023-09-04,meta_brand,6924.658028866828,429774,4901
2023-09-05,meta_brand,9622.465983160142,512159,5800
2023-09-06,meta_brand,4401.41060320579,249866,5091
2023-09-07,meta_brand,6287.210003789092,431580,11021
2023-09-08,meta_brand,8958.597937288794,487759,8667
2023-09-09,meta_brand,7495.833912103975,360102,10501
2023-09-10,meta_brand,6551.703531585371,399019,10617
2023-09-11,meta_brand,5854.323514795155,348087,9724
2023-09-12,meta_brand,5036.691337683326,351688,5524
2023-09-13,meta_brand,10531.556550678717,531789,13268
2023-09-14,meta_brand,6612.041914907553,389555,7530
2023-09-15,meta_brand,10114.221931926239,663182,18856
2023-09-16,meta_brand,6577.142708796182,465024,6439
2023-09-17,meta_brand,3594.622041212826,226240,3426
2023-09-18,meta_brand,6358.459512710381,351528,3570
2023-09-19,meta_brand,5894.701725981952,397950,5416
2023-09-20,meta_brand,5722.298472193522,350650,10503
2023-09-21,meta_brand,15325.67122968342,1097357,20268
2023-09-22,meta_brand,9288.703527649617,695939,11441
2023-09-23,meta_brand,3739.9128226943803,276876,8168
2023-09-24,meta_brand,14019.922709086726,903629,24692
2023-09-25,meta_brand,5955.340681713957,303623,4405
2023-09-26,meta_brand,9540.751482543299,660897,18773
2023-09-27,meta_brand,13001.788865483863,754703,8699
2023-09-28,meta_brand,9230.599576370114,588781,19919
2023-09-29,meta_brand,5040.404284880013,300361,4575
2023-09-30,meta_brand,4182.555364493102,231877,7962
2023-10-01,meta_brand,6493.179744515662,471058,9137
2023-10-02,meta_brand,5129.9677282738885,285887,6062
2023-10-03,meta_brand,8541.440897031129,468023,14437
2023-10-04,meta_brand,8311.823186499123,622667,20829
2023-10-05,meta_brand,14290.013288086266,754908,18552
2023-10-06,meta_brand,6465.61767327779,392321,7785
2023-10-07,meta_brand,10665.449765863243,623344,16265
2023-10-08,meta_brand,10585.607460968557,568121,15411
2023-10-09,meta_brand,13126.470785183978,675648,9712
2023-10-10,meta_brand,10236.96651496961,673357,9221
2023-10-11,meta_brand,5765.100898009808,389436,10644
2023-10-12,meta_brand,7107.067899387599,466075,14192
2023-10-13,meta_brand,4503.323896001318,281788,4720
2023-10-14,meta_brand,4806.13401091347,268404,3816
