market_id,treated,post,relative_time,month,revenue_per_customer
0,0,0,-6,2025-07-01,46.6436
0,0,0,-5,2025-08-01,49.3742
0,0,0,-4,2025-09-01,46.3856
0,0,0,-3,2025-10-01,45.7252
0,0,0,-2,2025-11-01,47.8727
0,0,0,-1,2025-12-01,49.4939
0,0,1,0,2026-01-01,50.3667
0,0,1,1,2026-02-01,49.0928
0,0,1,2,2026-03-01,47.9343
0,0,1,3,2026-04-01,52.2381
0,0,1,4,2026-05-01,49.204
0,0,1,5,2026-06-01,53.1662
0,0,1,6,2026-07-01,51.8452
0,0,1,7,2026-08-01,51.0483
1,0,0,-6,2025-07-01,50.1779
1,0,0,-5,2025-08-01,51.7442
1,0,0,-4,2025-09-01,53.5263
1,0,0,-3,2025-10-01,51.3346
1,0,0,-2,2025-11-01,54.1177
1,0,0,-1,2025-12-01,53.5706
1,0,1,0,2026-01-01,54.7955
1,0,1,1,2026-02-01,54.0372
1,0,1,2,2026-03-01,54.3487
1,0,1,3,2026-04-01,56.9165
1,0,1,4,2026-05-01,54.4141
1,0,1,5,2026-06-01,56.0141
1,0,1,6,2026-07-01,56.2693
1,0,1,7,2026-08-01,58.2201
2,0,0,-6,2025-07-01,42.1753
2,0,0,-5,2025-08-01,44.136
2,0,0,-4,2025-09-01,42.6567
2,0,0,-3,2025-10-01,44.4877
2,0,0,-2,2025-11-01,44.6448
2,0,0,-1,2025-12-01,44.6368
2,0,1,0,2026-01-01,46.6349
2,0,1,1,2026-02-01,45.3484
2,0,1,2,2026-03-01,46.7529
2,0,1,3,2026-04-01,45.2593
2,0,1,4,2026-05-01,48.313
2,0,1,5,2026-06-01,48.5657
2,0,1,6,2026-07-01,47.8764
2,0,1,7,2026-08-01,48.005
3,0,0,-6,2025-07-01,48.3174
3,0,0,-5,2025-08-01,49.2957
3,0,0,-4,2025-09-01,49.7413
3,0,0,-3,2025-10-01,50.8839
3,0,0,-2,2025-11-01,50.9924
3,0,0,-1,2025-12-01,50.7765
3,0,1,0,2026-01-01,50.3335
3,0,1,1,2026-02-01,49.3569
3,0,1,2,2026-03-01,50.9713
3,0,1,3,2026-04-01,50.5974
3,0,1,4,2026-05-01,49.962
3,0,1,5,2026-06-01,52.6081
3,0,1,6,2026-07-01,55.0422
3,0,1,7,2026-08-01,53.893
4,0,0,-6,2025-07-01,50.5862
4,0,0,-5,2025-08-01,50.7534
4,0,0,-4,2025-09-01,51.031
4,0,0,-3,2025-10-01,54.3071
4,0,0,-2,2025-11-01,52.8954
4,0,0,-1,2025-12-01,52.5512
4,0,1,0,2026-01-01,52.0577
4,0,1,1,2026-02-01,53.7384
4,0,1,2,2026-03-01,54.7699
4,0,1,3,2026-04-01,54.2647
4,0,1,4,2026-05-01,56.6912
4,0,1,5,2026-06-01,54.7547
4,0,1,6,2026-07-01,56.4656
4,0,1,7,2026-08-01,54.7411
5,0,0,-6,2025-07-01,45.3615
5,0,0,-5,2025-08-01,41.8829
5,0,0,-4,2025-09-01,45.1372
5,0,0,-3,2025-10-01,45.2404
5,0,0,-2,2025-11-01,46.0375
5,0,0,-1,2025-12-01,46.5814
5,0,1,0,2026-01-01,45.7142
5,0,1,1,2026-02-01,47.2677
5,0,1,2,2026-03-01,50.5909
5,0,1,3,2026-04-01,46.6467
5,0,1,4,2026-05-01,49.1585
5,0,1,5,2026-06-01,48.1161
5,0,1,6,2026-07-01,49.4386
5,0,1,7,2026-08-01,51.0214
6,0,0,-6,2025-07-01,44.8615
6,0,0,-5,2025-08-01,43.7456
6,0,0,-4,2025-09-01,45.8701
6,0,0,-3,2025-10-01,47.3582
6,0,0,-2,2025-11-01,45.385
6,0,0,-1,2025-12-01,47.6475
6,0,1,0,2026-01-01,46.7516
6,0,1,1,2026-02-01,49.4151
6,0,1,2,2026-03-01,50.6897
6,0,1,3,2026-04-01,48.4046
6,0,1,4,2026-05-01,50.9344
6,0,1,5,2026-06-01,50.5536
6,0,1,6,2026-07-01,48.6286
6,0,1,7,2026-08-01,50.2623
7,0,0,-6,2025-07-01,48.5166
7,0,0,-5,2025-08-01,49.5986
7,0,0,-4,2025-09-01,50.7492
7,0,0,-3,2025-10-01,46.9214
7,0,0,-2,2025-11-01,52.3107
7,0,0,-1,2025-12-01,52.7407
7,0,1,0,2026-01-01,49.7804
7,0,1,1,2026-02-01,56.9611
7,0,1,2,2026-03-01,54.6196
7,0,1,3,2026-04-01,52.0241
7,0,1,4,2026-05-01,51.9613
7,0,1,5,2026-06-01,53.8828
7,0,1,6,2026-07-01,57.604
7,0,1,7,2026-08-01,54.9524
8,0,0,-6,2025-07-01,49.3291
8,0,0,-5,2025-08-01,51.8718
8,0,0,-4,2025-09-01,50.4736
8,0,0,-3,2025-10-01,50.193
8,0,0,-2,2025-11-01,52.9907
8,0,0,-1,2025-12-01,51.0956
8,0,1,0,2026-01-01,51.0684
8,0,1,1,2026-02-01,52.2439
8,0,1,2,2026-03-01,54.8185
8,0,1,3,2026-04-01,54.5093
8,0,1,4,2026-05-01,52.7649
8,0,1,5,2026-06-01,54.3297
8,0,1,6,2026-07-01,55.6082
8,0,1,7,2026-08-01,54.1784
9,0,0,-6,2025-07-01,55.7352
9,0,0,-5,2025-08-01,55.4572
9,0,0,-4,2025-09-01,59.1732
9,0,0,-3,2025-10-01,58.4125
9,0,0,-2,2025-11-01,56.4792
9,0,0,-1,2025-12-01,57.2419
9,0,1,0,2026-01-01,59.8953
9,0,1,1,2026-02-01,57.5877
9,0,1,2,2026-03-01,59.9244
9,0,1,3,2026-04-01,61.1989
9,0,1,4,2026-05-01,61.6222
9,0,1,5,2026-06-01,59.6701
9,0,1,6,2026-07-01,60.3418
9,0,1,7,2026-08-01,62.6936
10,0,0,-6,2025-07-01,48.6607
10,0,0,-5,2025-08-01,49.654
10,0,0,-4,2025-09-01,53.2522
10,0,0,-3,2025-10-01,51.0957
10,0,0,-2,2025-11-01,51.4815
10,0,0,-1,2025-12-01,51.0585
10,0,1,0,2026-01-01,49.7506
10,0,1,1,2026-02-01,51.9981
10,0,1,2,2026-03-01,52.6442
10,0,1,3,2026-04-01,51.2109
10,0,1,4,2026-05-01,55.4179
10,0,1,5,2026-06-01,55.7869
10,0,1,6,2026-07-01,54.0601
10,0,1,7,2026-08-01,55.1976
11,0,0,-6,2025-07-01,46.3385
11,0,0,-5,2025-08-01,46.8763
11,0,0,-4,2025-09-01,48.7792
11,0,0,-3,2025-10-01,48.9232
11,0,0,-2,2025-11-01,48.7303
11,0,0,-1,2025-12-01,46.6719
11,0,1,0,2026-01-01,49.38
11,0,1,1,2026-02-01,49.0242
11,0,1,2,2026-03-01,48.2622
11,0,1,3,2026-04-01,49.019
11,0,1,4,2026-05-01,49.6449
11,0,1,5,2026-06-01,50.5031
11,0,1,6,2026-07-01,53.4595
11,0,1,7,2026-08-01,51.8078
12,0,0,-6,2025-07-01,54.1574
12,0,0,-5,2025-08-01,52.2102
12,0,0,-4,2025-09-01,53.4145
12,0,0,-3,2025-10-01,55.5749
12,0,0,-2,2025-11-01,50.4365
12,0,0,-1,2025-12-01,54.4246
12,0,1,0,2026-01-01,56.9456
12,0,1,1,2026-02-01,54.6766
12,0,1,2,2026-03-01,57.1721
12,0,1,3,2026-04-01,52.445
12,0,1,4,2026-05-01,55.7025
12,0,1,5,2026-06-01,55.5789
12,0,1,6,2026-07-01,56.9425
12,0,1,7,2026-08-01,56.6379
13,0,0,-6,2025-07-01,41.4896
13,0,0,-5,2025-08-01,42.9002
13,0,0,-4,2025-09-01,43.7559
13,0,0,-3,2025-10-01,45.6331
13,0,0,-2,2025-11-01,48.2838
13,0,0,-1,2025-12-01,46.842
13,0,1,0,2026-01-01,45.6058
13,0,1,1,2026-02-01,46.5673
13,0,1,2,2026-03-01,47.7628
13,0,1,3,2026-04-01,46.4723
13,0,1,4,2026-05-01,49.0943
13,0,1,5,2026-06-01,48.3084
13,0,1,6,2026-07-01,48.3121
13,0,1,7,2026-08-01,50.7322
14,0,0,-6,2025-07-01,51.6223
14,0,0,-5,2025-08-01,51.6359
14,0,0,-4,2025-09-01,48.1962
14,0,0,-3,2025-10-01,49.7882
14,0,0,-2,2025-11-01,52.7397
14,0,0,-1,2025-12-01,52.0025
14,0,1,0,2026-01-01,50.5115
14,0,1,1,2026-02-01,53.218
14,0,1,2,2026-03-01,53.2316
14,0,1,3,2026-04-01,55.2888
14,0,1,4,2026-05-01,54.7377
14,0,1,5,2026-06-01,55.6668
14,0,1,6,2026-07-01,55.4944
14,0,1,7,2026-08-01,54.175
15,1,0,-6,2025-07-01,44.5778
15,1,0,-5,2025-08-01,43.5566
15,1,0,-4,2025-09-01,45.389
15,1,0,-3,2025-10-01,46.4105
15,1,0,-2,2025-11-01,46.4854
15,1,0,-1,2025-12-01,46.2127
15,1,1,0,2026-01-01,46.5309
15,1,1,1,2026-02-01,50.6823
15,1,1,2,2026-03-01,51.1507
15,1,1,3,2026-04-01,54.3413
15,1,1,4,2026-05-01,53.0696
15,1,1,5,2026-06-01,53.1633
15,1,1,6,2026-07-01,57.8544
15,1,1,7,2026-08-01,60.1684
16,1,0,-6,2025-07-01,49.6419
16,1,0,-5,2025-08-01,48.6423
16,1,0,-4,2025-09-01,50.5103
16,1,0,-3,2025-10-01,48.835
16,1,0,-2,2025-11-01,48.7024
16,1,0,-1,2025-12-01,49.0272
16,1,1,0,2026-01-01,51.0805
16,1,1,1,2026-02-01,56.3992
16,1,1,2,2026-03-01,56.5298
16,1,1,3,2026-04-01,56.1595
16,1,1,4,2026-05-01,56.8957
16,1,1,5,2026-06-01,60.8113
16,1,1,6,2026-07-01,62.3776
16,1,1,7,2026-08-01,64.1457
17,1,0,-6,2025-07-01,50.7234
17,1,0,-5,2025-08-01,51.9774
17,1,0,-4,2025-09-01,52.9572
17,1,0,-3,2025-10-01,53.3183
17,1,0,-2,2025-11-01,53.739
17,1,0,-1,2025-12-01,55.1239
17,1,1,0,2026-01-01,54.2641
17,1,1,1,2026-02-01,61.6892
17,1,1,2,2026-03-01,61.8389
17,1,1,3,2026-04-01,60.9258
17,1,1,4,2026-05-01,60.2396
17,1,1,5,2026-06-01,67.8532
17,1,1,6,2026-07-01,64.3645
17,1,1,7,2026-08-01,66.763
18,1,0,-6,2025-07-01,54.8503
18,1,0,-5,2025-08-01,56.6382
18,1,0,-4,2025-09-01,56.5362
18,1,0,-3,2025-10-01,55.4101
18,1,0,-2,2025-11-01,54.0491
18,1,0,-1,2025-12-01,58.9434
18,1,1,0,2026-01-01,60.8361
18,1,1,1,2026-02-01,61.6837
18,1,1,2,2026-03-01,64.4976
18,1,1,3,2026-04-01,64.3916
18,1,1,4,2026-05-01,67.6169
18,1,1,5,2026-06-01,70.5694
18,1,1,6,2026-07-01,71.816
18,1,1,7,2026-08-01,71.6074
19,1,0,-6,2025-07-01,54.2348
19,1,0,-5,2025-08-01,52.4727
19,1,0,-4,2025-09-01,56.1958
19,1,0,-3,2025-10-01,55.7869
19,1,0,-2,2025-11-01,55.0339
19,1,0,-1,2025-12-01,55.3152
19,1,1,0,2026-01-01,55.6993
19,1,1,1,2026-02-01,57.5596
19,1,1,2,2026-03-01,58.5712
19,1,1,3,2026-04-01,61.6686
19,1,1,4,2026-05-01,63.9858
19,1,1,5,2026-06-01,65.7332
19,1,1,6,2026-07-01,66.1956
19,1,1,7,2026-08-01,68.831
20,1,0,-6,2025-07-01,49.0342
20,1,0,-5,2025-08-01,49.7462
20,1,0,-4,2025-09-01,48.9358
20,1,0,-3,2025-10-01,48.78
20,1,0,-2,2025-11-01,47.137
20,1,0,-1,2025-12-01,49.362
20,1,1,0,2026-01-01,51.9872
20,1,1,1,2026-02-01,53.9762
20,1,1,2,2026-03-01,54.2237
20,1,1,3,2026-04-01,57.3393
20,1,1,4,2026-05-01,57.4484
20,1,1,5,2026-06-01,59.0961
20,1,1,6,2026-07-01,62.8949
20,1,1,7,2026-08-01,62.4268
21,1,0,-6,2025-07-01,47.2803
21,1,0,-5,2025-08-01,44.7969
21,1,0,-4,2025-09-01,46.9565
21,1,0,-3,2025-10-01,47.3019
21,1,0,-2,2025-11-01,47.7944
21,1,0,-1,2025-12-01,49.8509
21,1,1,0,2026-01-01,52.5373
21,1,1,1,2026-02-01,53.2654
21,1,1,2,2026-03-01,54.3253
21,1,1,3,2026-04-01,57.3299
21,1,1,4,2026-05-01,59.6873
21,1,1,5,2026-06-01,61.653
21,1,1,6,2026-07-01,62.0851
21,1,1,7,2026-08-01,60.0304
22,1,0,-6,2025-07-01,51.3662
22,1,0,-5,2025-08-01,55.9622
22,1,0,-4,2025-09-01,53.1644
22,1,0,-3,2025-10-01,54.6734
22,1,0,-2,2025-11-01,54.591
22,1,0,-1,2025-12-01,56.1447
22,1,1,0,2026-01-01,59.3581
22,1,1,1,2026-02-01,60.4207
22,1,1,2,2026-03-01,62.4477
22,1,1,3,2026-04-01,63.6773
22,1,1,4,2026-05-01,61.6548
22,1,1,5,2026-06-01,64.3661
22,1,1,6,2026-07-01,67.7821
22,1,1,7,2026-08-01,69.3229
23,1,0,-6,2025-07-01,46.3899
23,1,0,-5,2025-08-01,46.9157
23,1,0,-4,2025-09-01,46.4271
23,1,0,-3,2025-10-01,48.0095
23,1,0,-2,2025-11-01,49.4545
23,1,0,-1,2025-12-01,47.9717
23,1,1,0,2026-01-01,49.3577
23,1,1,1,2026-02-01,52.557
23,1,1,2,2026-03-01,54.0059
23,1,1,3,2026-04-01,54.8032
23,1,1,4,2026-05-01,59.3813
23,1,1,5,2026-06-01,58.0314
23,1,1,6,2026-07-01,57.8798
23,1,1,7,2026-08-01,61.3574
24,1,0,-6,2025-07-01,49.6092
24,1,0,-5,2025-08-01,48.742
24,1,0,-4,2025-09-01,49.7104
24,1,0,-3,2025-10-01,50.6355
24,1,0,-2,2025-11-01,49.3299
24,1,0,-1,2025-12-01,54.6282
24,1,1,0,2026-01-01,52.899
24,1,1,1,2026-02-01,56.1508
24,1,1,2,2026-03-01,56.8861
24,1,1,3,2026-04-01,58.163
24,1,1,4,2026-05-01,60.2352
24,1,1,5,2026-06-01,60.4899
24,1,1,6,2026-07-01,61.1834
24,1,1,7,2026-08-01,64.9427
25,1,0,-6,2025-07-01,43.4523
25,1,0,-5,2025-08-01,44.8277
25,1,0,-4,2025-09-01,44.5225
25,1,0,-3,2025-10-01,46.5907
25,1,0,-2,2025-11-01,41.9966
25,1,0,-1,2025-12-01,45.7825
25,1,1,0,2026-01-01,50.0532
25,1,1,1,2026-02-01,52.5961
25,1,1,2,2026-03-01,52.0032
25,1,1,3,2026-04-01,52.4751
25,1,1,4,2026-05-01,54.1036
25,1,1,5,2026-06-01,55.3356
25,1,1,6,2026-07-01,57.7292
25,1,1,7,2026-08-01,56.8588
26,1,0,-6,2025-07-01,45.2057
26,1,0,-5,2025-08-01,46.8098
26,1,0,-4,2025-09-01,48.8039
26,1,0,-3,2025-10-01,48.1178
26,1,0,-2,2025-11-01,47.6914
26,1,0,-1,2025-12-01,47.9053
26,1,1,0,2026-01-01,49.8794
26,1,1,1,2026-02-01,53.8395
26,1,1,2,2026-03-01,51.4828
26,1,1,3,2026-04-01,56.3884
26,1,1,4,2026-05-01,57.1206
26,1,1,5,2026-06-01,57.2822
26,1,1,6,2026-07-01,61.57
26,1,1,7,2026-08-01,62.0386
27,1,0,-6,2025-07-01,42.982
27,1,0,-5,2025-08-01,46.5136
27,1,0,-4,2025-09-01,45.6524
27,1,0,-3,2025-10-01,44.3591
27,1,0,-2,2025-11-01,47.0886
27,1,0,-1,2025-12-01,46.2255
27,1,1,0,2026-01-01,51.3589
27,1,1,1,2026-02-01,51.0215
27,1,1,2,2026-03-01,54.2022
27,1,1,3,2026-04-01,54.1
27,1,1,4,2026-05-01,52.567
27,1,1,5,2026-06-01,59.6974
27,1,1,6,2026-07-01,61.8695
27,1,1,7,2026-08-01,61.8305
28,1,0,-6,2025-07-01,50.8375
28,1,0,-5,2025-08-01,53.3517
28,1,0,-4,2025-09-01,53.2151
28,1,0,-3,2025-10-01,53.8253
28,1,0,-2,2025-11-01,54.377
28,1,0,-1,2025-12-01,51.8641
28,1,1,0,2026-01-01,57.0883
28,1,1,1,2026-02-01,60.2046
28,1,1,2,2026-03-01,61.7013
28,1,1,3,2026-04-01,61.3858
28,1,1,4,2026-05-01,62.913
28,1,1,5,2026-06-01,62.4411
28,1,1,6,2026-07-01,65.6412
28,1,1,7,2026-08-01,63.8983
29,1,0,-6,2025-07-01,50.9071
29,1,0,-5,2025-08-01,49.0511
29,1,0,-4,2025-09-01,49.5194
29,1,0,-3,2025-10-01,48.3645
29,1,0,-2,2025-11-01,50.4338
29,1,0,-1,2025-12-01,53.1316
29,1,1,0,2026-01-01,53.7812
29,1,1,1,2026-02-01,54.8086
29,1,1,2,2026-03-01,56.426
29,1,1,3,2026-04-01,58.9466
29,1,1,4,2026-05-01,59.8375
29,1,1,5,2026-06-01,60.564
29,1,1,6,2026-07-01,62.6258
29,1,1,7,2026-08-01,65.4917
